disease_id,name_vi,name_en,chapter,main_topic_url,related_topics_count,related_topics_titles
viem_da_tiep_xuc_di_ung,Viêm da tiếp xúc dị ứng,Allergic contact dermatitis,Bệnh da dị ứng - miễn dịch,https://dermnetnz.org/topics/contact-allergy-to-octyl-glucoside,175,"Acantholysis bullosa | ACD | ACD to blood sugar monitors | Acne cheloidalis nuchae | Acquired blaschkoid dermatitis | Acrodermatitis chronica atrophicans | Acrodermatitis continua of Hallopeau | Acrodermatitis enteropathica | Acrodermatitis enteropathica-like conditions | Acrodermatitis of childhood | Actinic reticuloid | Acute palmoplantar eczeama | ADD | Adeps lanae anhydrous allergy | Adverse cutaneous reaction to drug | Airborne contact dermatitis | Allergic conjunctivitis | Allergic contact blepharitis | Allergic contact cheilitis | Allergic contact cheilitis to musical instrument | Allergic contact dermatitis affecting the face images | Allergic contact dermatitis by hairdressing product | Allergic contact dermatitis due to topical bufexamac | Allergic contact dermatitis in children | Allergic contact dermatitis of the hands images | Allergic contact dermatitis of the limbs images | Allergic contact dermatitis of the trunk images | Allergic contact dermatitis on feet | Allergic contact dermatitis to benzisothiazolinone | Allergic contact dermatitis to essential oils | Allergic contact dermatitis to fragrance | Allergic contact dermatitis to gold | Allergic contact dermatitis to isocyanate | Allergic contact dermatitis to methylisothiazolinone | Allergic contact dermatitis to nickel | Allergic contact dermatitis to propylene glycol | Allergic contact dermatitis to seminal fluid | Allergic contact dermatitis to shellac | Allergic contact dermatitis to sodium metabisulfite | Allergic contact dermatitis to textile dyes | Allergic contact dermatitis to topical biocides | Allergic contact stomatitis | Allergic contact urticaria | Allergic granulomatosis | Allergic granulomatosis pathology | Allergic granulomatous angiitis of Cronkhite Canada | Allergic or hypersensitivity conditions | Allergic purpura | Allergy to cobalt | Allergy to dimethyl fumarate | Allergy to rubber accelerators | Annular lichenoid dermatitis of youth | Anogenital cellulitis of infancy/childhood | Arthrocutaneouveal granulomatosis | Assessment of atopic dermatitis | Asteraceae allergies | Atopic dermatitis | Atopic dermatitis of the hands | Atopic winter feet | Autoeczematisation | Autoimmune progesterone dermatitis | Axillary granular parakeratosis | Axillary granular parakeratosis images | Barrier function in atopic dermatitis | Benign mucosal pemphigoid | Benzalkonium chloride contact dermatitis | Bindi dermatitis | Biotin deficiency dermatitis | Bird mite dermatitis | Bovine pustular stomatitis | Bowel bypass syndrome | CACD | Capillaritis pathology | Causes of allergic dermatitis | Cement dermatitis | Cera alba | Cercarial dermatitis | Chemical hypomelanosis | Chondrodermatitis nodularis | Chondrodermatitis nodularis pathology | Chromoblastomycosis | Chronic radiodermatitis pathology | Chronic superficial dermatitis | Closed patch test | Clothing dermatitis | Coeliac disease | Complications of atopic dermatitis | Compulsive hand washing | Computer mouse dermatitis | Contact allergens | Contact allergy to hydroperoxides of limonene and linalool | Contact allergy to lauryl glucoside | Contact allergy to octylisothiazolinone | Contact allergy to parabens | Contact dermatitis | Contact dermatitis of the eyelid images | Contact dermatitis to formaldehyde | Contact dermatitis to fragrance | Contact dermatitis to jewellery | Contact dermatitis to nitrile | Contact heat urticaria | Contact immunotherapy | Contact irritant dermatitis | Contact irritant dermatitis images | Contact reactions to cosmetics | Contact reactions to lipsticks and other lipcare products | Contact reactions to toothpaste and other oral hygiene products | Cradle cap | DA | Dandruff | Dermatitis | Dermatitis exfoliativa | Dermatitis herpetiformis | Dermatitis herpetiformis of pregnancy | Dermatitis herpetiformis pathology | Dermatitis linearis | Dermatitis neglecta | Dermatosis papulosa adultorum | Dermoscopy of inflammatory conditions | Desensitisation for allergic diseases | Discoid dermatitis | Drug-induced exfoliative dermatitis | Drug-induced nummular dermatitis | Eczema due to housework | Eczema intertrigo | Eczema, dermatitis and allergies | Erythroderma | Erythroderma desquamativum | Erythroderma images | Erythrodermic psoriasis | Fibreglass dermatitis | Fingertip dermatitis | Flagellate dermatitis | Flagellate erythema | Forefoot dermatitis images | Gianotti-Crosti syndrome images | Granulomatous dermatitis | Gravitational eczema | Guidelines for the management of adult eczema | Guidelines for the outpatient management of childhood eczema | Halo dermatitis | Hand dermatitis | Hand dermatitis images | Hot tub dermatitis | Hyperkeratotic eczema of the palms | Incontinence dermatitis | Interstitial granulomatous dermatitis pathology | Irritant contact cheilitis due to lip-licking | Lichen simplex of the vulva | Lichenified dermatitis | Marine dermatitis | Napkin dermatitis | Neurodermatitis of the scrotum | Nipple dermatitis | Occupational dermatitis among construction workers | Onchocerciasis | Papular dermatitis of pregnancy | Periocular dermatitis | Perioral dermatitis in childhood | Periorificial dermatitis | Photo-irritant contact dermatitis | Phytodermatosis | Phytophotodermatitis | Pigmented contact cheilitis | Pityriasiform seborrhoeic dermatitis | Pretibial pruritic papular dermatitis | Psoriasiform seborrheic dermatitis | Psychological effects of atopic dermatitis | Pyodermatitis vegetans | Radiation burn | SCORAD | Seaweed dermatitis | Shiitake flagellate dermatitis images | Systemic contact dermatitis | Therapies for atopic eczema"
dress,Hội chứng DRESS,Drug reaction with eosinophilia and systemic symptoms,Bệnh da dị ứng - miễn dịch,https://dermnetnz.org/topics/drug-hypersensitivity-syndrome,90,Acetylcholine receptor antagonist | Acne due to a medicine | Acneiform drug eruptions | Acute generalised exanthematous pustulosis | Acute localised exanthematous pustulosis | Adeps lanae anhydrous allergy | Adverse cutaneous reaction to drug | Adverse cutaneous reactions to drugs | Adverse cutaneous reactions to psychotropic drugs | Adverse cutaneous reactions to vaccines | Adverse effects from systemic steroids in dermatology patients: prevention and management | Adverse skin reactions to cytotoxic medications | AL amyloidosis | Allergic contact cheilitis to musical instrument | Allergic or hypersensitivity conditions | Allergy sensitivity to fungi syndrome | Allergy to fake tattoo | Alopecia from drugs | Amalgam associated oral lichenoid reaction | Anaphylactic reaction | Angiolymphoid hyperplasia with eosinophilia | Angiolymphoid hyperplasia with eosinophilia pathology | Anti-TNF-alpha drugs | Antibiotic-induced rashes | Antiepileptic medicines | Antifungal drug resistance | Arthrocutaneouveal granulomatosis | Atopic allergy | Atrophic polychondritis | Autoeczematisation | Autographism | Bacterial dermatologic disorders | Benign poikiloderma | Benzalkonium chloride contact dermatitis | Beta-adrenoceptor blocking drugs | Bullous systemic lupus erythematosus | Contact allergy to lauryl glucoside | Contact dermatitis to formaldehyde | Contact reactions to cosmetics | Contact reactions to lipsticks and other lipcare products | Contact reactions to toothpaste and other oral hygiene products | Coronavirus vaccine reactions | Cutaneous adverse effects of targeted anticancer therapies | Cutaneous adverse reactions to calcineurin inhibitors | Cutaneous effects of drugs of abuse | Cutaneous face mask and respirator reactions | Dermatomyositis-like drug eruption | Diffuse eosinophilic fasciitis | Drug induced chronic cutaneous LE | Drug photoallergy | Drug-aggravated psoriasis | Drug-induced abnormal pigmentation of skin | Drug-induced baboon syndrome | Drug-induced exfoliative dermatitis | Drug-induced leukoderma | Drug-induced nail abnormalities | Drug-induced nummular dermatitis | Drug-induced oral lichen planus | Drug-induced pemphigus foliaceus | Drug-induced urticaria | Drugs for skin diseases | Drugs in pregnancy | Dupilumab-associated conjunctivitis | Eczema pathology | Eosinophilic fasciitis pathology | Exanthematous drug eruption | Foreign body granuloma | Granulomatous dermatitis | Heat and cold | Immune reconstitution disease | Immunomodulatory drug monitoring | Immunotherapy-related psoriasiform reactions | Insect bite allergy | Lepra reactions | Lichenoid drug eruption pathology | Non-steroidal anti-inflammatory drugs and their skin side effects | Psoriasis medicines | Reactions to external agents | SCAR | Serum sickness-like reaction | Skin manifestations of systemic mycoses | Skin signs and systemic disease | SLE images | Sulfonamides (sulfa drugs) and the skin | Systemic amyloidosis pathology | Systemic contact dermatitis | Systemic lupus erythematosus | Tattoo-associated skin reactions | Tuberculosis with hypersensitivity reaction | Xylazine drug ulcers
hong_ban_da_dang,Hồng ban đa dạng,Erythema multiforme,Bệnh da dị ứng - miễn dịch,https://dermnetnz.org/topics/erythema-multiforme,57,Acne erythematosa | Acral erythema due to cytotoxic therapy | Acute inflammatory edema | Angel kiss | Annular erythema | Annular erythema pathology | Ashy dermatosis | Atrophoderma vermiculatum | Axillary granular parakeratosis | Benign migratory glossitis | Bilateral hilar lymph node sarcoidosis with erythema nodosum | Bullous systemic lupus erythematosus | Chilblain | Chilblain LE | Chronic cutaneous lupus erythematosus | Chronic upper facial erythematous oedema | Congenital telangiectatic erythema | Cutaneous lupus erythematosus | Cutaneous lupus erythematosus images | Discoid lupus erythematosus pathology | Drug induced chronic cutaneous LE | EAC | Ectodermosis erosiva pluriorificialis | Eczema intertrigo | EED pathology | EN images | EN pathology | Erythema ab igne | Erythema chronica migrans images | Erythema contagiosum | Erythema elevatum diutinum | Erythema gyratum repens | Erythema gyratum repens pathology | Erythema multiforme images | Erythema multiforme-like lupus erythematosus | Erythema multiforme: histological features and mechanisms | Erythema nodosum | Erythema palmare hereditarium | Erythema solare | Erythema toxicum | Erythrokeratolysis hiemalis | Flagellate dermatitis | Flagellate erythema | Glucagonoma syndrome | Idiopathic plantar hidradenitis | Keratolytic winter erythema images | Keratosis pilaris atrophicans faciei | Necrolytic acral erythema | Neonatal lupus | Nodular vasculitis | Palmar erythema | Plaque-like cutaneous mucinosis | Psychological effects of cutaneous lupus erythematosus | REM pathology | SLE images | Subacute cutaneous lupus erythematosus | Systemic lupus erythematosus
hoi_chung_stevens_johnson,Hội chứng Stevens-Johnson,Stevens-Johnson syndrome,Bệnh da dị ứng - miễn dịch,,4,Ectodermosis erosiva pluriorificialis | Medical care of SJS/TEN | SJS images | SJS–TEN causes
hoi_chung_lyell,Hội chứng Lyell,Toxic epidermal necrolysis,Bệnh da dị ứng - miễn dịch,,48,"Acral erythema due to cytotoxic therapy | Acute generalised exanthematous pustulosis | Acute localised exanthematous pustulosis | Acute mercury poisoning from fish | Adverse skin reactions to cytotoxic medications | Arsenicism | Becker melanosis | Benign familial chronic pemphigus | Benign poikiloderma | Blister agent toxicity | Bowen disease of skin | Bowen disease of skin images | Carbon monoxide poisoning | Cartilaginous choristoma | Congenital lipomatous overgrowth, vascular malformations, and epidermal naevi | Cutaneous fibrous histiocytoma | Cutaneous side effects of EGFR and protein kinase inhibitors | Drug-induced pemphigus foliaceus | Ectodermosis erosiva pluriorificialis | Epidermal cyst | Epidermal cyst pathology | Epidermal inclusion cyst images | Epidermal naevus | Epidermal naevus pathology | Epidermal naevus syndromes | Erythema toxicum | Familial benign chronic pemphigus pathology | Flagellate erythema | Gram-positive septic shock | Heavy metal poisoning | Hereditary epidermal polycystic disease | Hypervitaminosis A | IEN type IgA pemphigus | ILVEN pathology | Inflammatory linear verrucous epidermal naevus | Medical care of SJS/TEN | Paraneoplastic pemphigus | Paraneoplastic pemphigus pathology | Pemphigus foiiaceous pathology | Pemphigus foliaceous | Pemphigus vulgaris | Pemphigus vulgaris pathology | SJS images | SJS–TEN causes | Subepidermal calcified nodule | Thallium poisoning | Toxic epidermal necrolysis pathology | Toxicodendron succedaneum"
san_ngua,Sẩn ngứa,Prurigo,Bệnh da dị ứng - miễn dịch,,7,Actinic prurigo | Atopic eruption of pregnancy | Keto rash | Nodular prurigo | Prurigo aestivalis | Prurigo of pregnancy images | Prurigo pigmentosa pathology
may_day,Bệnh mày đay,Urticaria,Bệnh da dị ứng - miễn dịch,https://dermnetnz.org/topics/urticaria-an-overview,29,Acquired cold urticaria | Acute haemorrhagic oedema of infancy | Acute urticaria | Allergic contact urticaria | Amyloid nephropathy with deafness and urticaria | Aquagenic urticaria | Autographism | Autoimmune progesterone dermatitis | BASCULE | Cholinergic angio oedema urticaria | Chronic autoimmune urticaria | Chronic idiopathic urticaria | Chronic inducible urticaria | Contact heat urticaria | Delayed pressure urticaria | Drug-induced urticaria | Familial cold autoinflammatory syndrome | Humanised anti-IgE monoclonal antibody | Insect bite allergy | Maculopapular cutaneous mastocytosis | Maculopapular cutaneous mastocytosis pathology | Papular dermatitis of pregnancy | Solar urticaria | Urticaria and urticaria-like conditions | Urticaria images | Urticaria in children | Urticarial vasculitis | Urticarial vasculitis images | Vibratory urticaria
viem_da_dau,Viêm da dầu,Seborrheic dermatitis,Bệnh đỏ da có vảy,,152,"Acantholysis bullosa | ACD | ACD to blood sugar monitors | Acne cheloidalis nuchae | Acquired blaschkoid dermatitis | Acrodermatitis chronica atrophicans | Acrodermatitis continua of Hallopeau | Acrodermatitis enteropathica | Acrodermatitis enteropathica-like conditions | Acrodermatitis of childhood | Actinic reticuloid | Acute palmoplantar eczeama | ADD | Adeps lanae anhydrous allergy | Adverse cutaneous reaction to drug | Airborne contact dermatitis | Allergic contact blepharitis | Allergic contact dermatitis | Allergic contact dermatitis affecting the face images | Allergic contact dermatitis by hairdressing product | Allergic contact dermatitis due to topical bufexamac | Allergic contact dermatitis in children | Allergic contact dermatitis of the hands images | Allergic contact dermatitis of the limbs images | Allergic contact dermatitis of the trunk images | Allergic contact dermatitis on feet | Allergic contact dermatitis to benzisothiazolinone | Allergic contact dermatitis to essential oils | Allergic contact dermatitis to fragrance | Allergic contact dermatitis to gold | Allergic contact dermatitis to isocyanate | Allergic contact dermatitis to methylisothiazolinone | Allergic contact dermatitis to nickel | Allergic contact dermatitis to propylene glycol | Allergic contact dermatitis to seminal fluid | Allergic contact dermatitis to shellac | Allergic contact dermatitis to sodium metabisulfite | Allergic contact dermatitis to textile dyes | Allergic contact dermatitis to topical biocides | Allergy to dimethyl fumarate | Allergy to rubber accelerators | Annular lichenoid dermatitis of youth | Anogenital cellulitis of infancy/childhood | Arthrocutaneouveal granulomatosis | Assessment of atopic dermatitis | Asteraceae allergies | Atopic dermatitis | Atopic dermatitis of the hands | Atopic winter feet | Autoeczematisation | Autoimmune progesterone dermatitis | Axillary granular parakeratosis | Axillary granular parakeratosis images | Barrier function in atopic dermatitis | Benign mucosal pemphigoid | Benign seborrheic hyperplasia | Benzalkonium chloride contact dermatitis | Bindi dermatitis | Biotin deficiency dermatitis | Bird mite dermatitis | Bovine pustular stomatitis | Bowel bypass syndrome | CACD | Capillaritis pathology | Causes of allergic dermatitis | Cement dermatitis | Cercarial dermatitis | Chondrodermatitis nodularis | Chondrodermatitis nodularis pathology | Chromoblastomycosis | Chronic radiodermatitis pathology | Chronic superficial dermatitis | Clothing dermatitis | Coeliac disease | Complications of atopic dermatitis | Compulsive hand washing | Computer mouse dermatitis | Contact allergy to lauryl glucoside | Contact dermatitis | Contact dermatitis of the eyelid images | Contact dermatitis to formaldehyde | Contact dermatitis to fragrance | Contact dermatitis to jewellery | Contact dermatitis to nitrile | Contact irritant dermatitis | Contact irritant dermatitis images | Cradle cap | DA | Dandruff | Dermatitis | Dermatitis exfoliativa | Dermatitis herpetiformis | Dermatitis herpetiformis of pregnancy | Dermatitis herpetiformis pathology | Dermatitis linearis | Dermatitis neglecta | Dermatosis papulosa adultorum | Dermoscopy of inflammatory conditions | Discoid dermatitis | Drug-induced exfoliative dermatitis | Drug-induced nummular dermatitis | Eczema due to housework | Eczema intertrigo | Eczema, dermatitis and allergies | Erythroderma | Erythroderma desquamativum | Erythroderma images | Erythrodermic psoriasis | Fibreglass dermatitis | Fingertip dermatitis | Flagellate dermatitis | Flagellate erythema | Forefoot dermatitis images | Gianotti-Crosti syndrome images | Granulomatous dermatitis | Gravitational eczema | Guidelines for the management of adult eczema | Guidelines for the outpatient management of childhood eczema | Halo dermatitis | Hand dermatitis | Hand dermatitis images | Hot tub dermatitis | Hyperkeratotic eczema of the palms | Incontinence dermatitis | Interstitial granulomatous dermatitis pathology | Irritant contact cheilitis due to lip-licking | Lichen simplex of the vulva | Lichenified dermatitis | Marine dermatitis | Napkin dermatitis | Neurodermatitis of the scrotum | Nipple dermatitis | Occupational dermatitis among construction workers | Onchocerciasis | Papular dermatitis of pregnancy | Periocular dermatitis | Perioral dermatitis in childhood | Periorificial dermatitis | Photo-irritant contact dermatitis | Phytodermatosis | Phytophotodermatitis | Pityriasiform seborrhoeic dermatitis | Pretibial pruritic papular dermatitis | Psoriasiform seborrheic dermatitis | Psychological effects of atopic dermatitis | Pyodermatitis vegetans | Radiation burn | SCORAD | Seaweed dermatitis | Shiitake flagellate dermatitis images | Systemic contact dermatitis | Therapies for atopic eczema"
vay_phan_hong,Vảy phấn hồng Gibert,Pityriasis rosea,Bệnh đỏ da có vảy,https://dermnetnz.org/topics/pityriasis-rosea,14,Acute pityriasis lichenoides pathology | Chronic pityriasis lichenoides | Cradle cap | Dandruff | Dermatoscopy of tinea versicolor | Dermatosis papulosa adultorum | Devergie disease | Keratomycosis nigricans | Pityriasis alba | Pityriasis amiantacea | Pityriasis circinata | Pityriasis rubra pilaris pathology | Pityriasis versicolor | Pityriasis versicolor pathology
vay_nen,Bệnh vảy nến,Psoriasis,Bệnh đỏ da có vảy,https://dermnetnz.org/topics/psoriasis,38,"Acute generalised pustular psoriasis of von Zumbusch | Adalimumab for psoriasis | Anogenital psoriasis | Anogenital psoriasis | Anogenital psoriasis images | Anogenital psoriasis images | Biologic agents | Biologics and novel small molecule treatments, reproduction and psoriasis | Chronic plaque psoriasis | Chronic superficial dermatitis | Dermoscopy of inflammatory conditions | Drug-aggravated psoriasis | Erythrodermic psoriasis | Etanercept for psoriasis | Facial psoriasis | Facial psoriasis images | Generalised pustular psoriasis of pregnancy | Guidelines for the management of psoriasis | Guttate psoriasis | Guttate psoriasis images | Hypertrophic palmoplantar psoriasis images | Infliximab for psoriasis | Liver disease and psoriasis patients | Nail psoriasis | Nail psoriasis images | Non-pustular psoriasis of hands and feet | Oral psoriasis | Paediatric psoriasis | Paradoxical psoriasis | PASI score | Patient-oriented PASI score | Psoriasiform seborrheic dermatitis | Psoriasis medicines | Psychological effects of psoriasis | Scalp psoriasis | Treatment of psoriasis | Treatment of psoriasis in pregnancy | Ustekinumab for psoriasis"
a_vay_nen,Á vảy nến và vảy phấn dạng lichen,Parapsoriasis and pityriasis lichenoides,Bệnh đỏ da có vảy,,20,Acute pityriasis lichenoides pathology | Chronic pityriasis lichenoides | Chronic superficial dermatitis | Cradle cap | CTCL palmoplantar variant | CTCL pathology | Dandruff | Dermatoscopy of tinea versicolor | Dermatosis papulosa adultorum | Devergie disease | Keratomycosis nigricans | Keratose lichenoide striae | Keratosis lichenoides chronica pathology | Pityriasis alba | Pityriasis amiantacea | Pityriasis circinata | Pityriasis circinata et maculata | Pityriasis rubra pilaris pathology | Pityriasis versicolor | Pityriasis versicolor pathology
do_da_toan_than,Đỏ da toàn thân,Erythroderma,Bệnh đỏ da có vảy,https://dermnetnz.org/topics/erythroderma,8,Bullous congenital ichthyosiform erythroderma | Drug-induced exfoliative dermatitis | Erythroderma desquamativum | Erythroderma images | Erythrodermic psoriasis | Ichthyosiform erythroderma with hair abnormality and mental and growth retardation | Papuloerythroderma of Ofuji | Sezary disease
lichen_phang,Bệnh lichen phẳng,Lichen planus,Bệnh đỏ da có vảy,https://dermnetnz.org/topics/lichen-planus,37,Acute pityriasis lichenoides pathology | Amalgam associated oral lichenoid reaction | Annular lichenoid dermatitis of youth | Balanitis xerotica obliterans | Balanitis xerotica obliterans images | Benign lichenoid keratosis | Capillaritis pathology | Chronic pityriasis lichenoides | Dermatoscopy of lichen sclerosus et atrophicus | Dermatosis papulosa adultorum | Devergie disease | Drug-induced oral lichen planus | Erosive genital lichen planus | Extragenital lichen sclerosus images | Follicular lichen planus | Frontal fibrosing alopecia | Insect bite allergy | Keratose lichenoide striae | Keratosis lichenoides chronica pathology | Lichen myxoedematosus | Lichen myxoedematosus pathology | Lichen nitidus pathology | Lichen planus pathology | Lichen sclerosus et atrophicus | Lichen sclerosus pathology | Lichen simplex of the vulva | Lichen striata | Lichen striatus pathology | Lichenified dermatitis | Lichenoid dermatoses | Lichenoid drug eruption pathology | Lichenoid eruption due to medications | Neurodermatitis of the scrotum | Oral lichen planus | Perianal lichen sclerosus images | Vulval lichen sclerosus images | Vulval lichen simplex images
giang_mai,Bệnh giang mai,Syphilis,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/syphilis,2,Syphilis images | Syphilis pathology
benh_lau,Bệnh lậu,Gonorrhea,Bệnh lây truyền qua đường tình dục,,1,Trichomoniasis
candida_sinh_duc,Viêm âm hộ-âm đạo do Candida,Vulvovaginal candidiasis,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/vulvovaginal-candidiasis,9,Acquired chronic mucocutaneous candidiasis | APS1 | Candida | Candida infection of flexural skin | Candidiasis pathology | Non-albicans candida infections | Oral Candida infection | Trichomoniasis | Vulval and vaginal problems in prepubertal females
herpes_sinh_duc,Herpes sinh dục,Genital herpes,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/genital-herpes,61,"Absence defect of limbs scalp and skull | Accessory nipple dermoscopy | Acquired hypertrichosis | Alphaherpesvirinae | Anogenital cellulitis of infancy/childhood | Anogenital granulomatosis | Anogenital psoriasis | Anogenital psoriasis | Anogenital psoriasis images | Anogenital psoriasis images | Anogenital squamous cell carcinoma | Anogenital wart | Anogenital wart pathology | Aplasia cutis congenita | Balanitis xerotica obliterans | Bart syndrome | Begnez-Cesar syndrome | Birthmarks | Bronchogenic cyst pathology | Brown birthmark | Brown birthmark pathology | Bullous acrokeratotic poikiloderma of Kindler and Weary | Bullous congenital ichthyosiform erythroderma | Capillary vascular malformation | Cervical auricle | Chickenpox pathology | Chickenpox pathology | Chlamydia trachomatis infection | Chronic granulomatous disease | Chronic recurrent multifocal osteomyelitis congenital dyserythropoietic anaemia and neutrophilic dermatosis | Classic congenital adrenal hyperplasia | Clitoral hoodplasty | Cole-Engmann-Zinsser syndrome | Congenital erythropoietic porphyria | Congenital ichthyosis type 4 | Congenital leukokeratosis | Congenital lipomatous overgrowth, vascular malformations, and epidermal naevi | Congenital livedo reticularis | Congenital malalignment of great toenail | Congenital oculodermal melanocytosis | Congenital pachyonychia | Congenital telangiectatic erythema | Congenital temporal alopecia | Congenital xanthoma tuberosum | Crohn disease of anogenital skin | Dermatitis herpetiformis of pregnancy | Epstein-Barr virus | Erosive genital lichen planus | Extragenital lichen sclerosus images | Fournier gangrene | Genital Crohn disease images | Genital herpes images | Genital itch | Herpes varicella zoster | Herpes zoster images | Human herpesvirus 1 | LAST | Male genital dysaesthesia | Non-sexually acquired genital ulceration | Offensive genital odour | Poikiloderma congenitale"
chlamydia_sinh_duc,Nhiễm Chlamydia trachomatis sinh dục-tiết niệu,Chlamydia trachomatis infection,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/genitourinary-chlamydia,1,Trichomoniasis
trichomoniasis,Viêm âm đạo do trùng roi,Trichomoniasis,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/trichomoniasis,0,
sui_mao_ga_sinh_duc,Bệnh sùi mào gà sinh dục,Genital warts,Bệnh lây truyền qua đường tình dục,https://dermnetnz.org/topics/anogenital-warts,58,"Absence defect of limbs scalp and skull | Accessory nipple dermoscopy | Acquired hypertrichosis | Anogenital cellulitis of infancy/childhood | Anogenital granulomatosis | Anogenital psoriasis | Anogenital psoriasis | Anogenital psoriasis images | Anogenital psoriasis images | Anogenital squamous cell carcinoma | Anogenital wart pathology | Aplasia cutis congenita | Balanitis xerotica obliterans | Bart syndrome | Begnez-Cesar syndrome | Birthmarks | Bronchogenic cyst pathology | Brown birthmark | Brown birthmark pathology | Bullous acrokeratotic poikiloderma of Kindler and Weary | Bullous congenital ichthyosiform erythroderma | Capillary vascular malformation | Cervical auricle | Chlamydia trachomatis infection | Chronic granulomatous disease | Chronic recurrent multifocal osteomyelitis congenital dyserythropoietic anaemia and neutrophilic dermatosis | Classic congenital adrenal hyperplasia | Clitoral hoodplasty | Cole-Engmann-Zinsser syndrome | Common warts pathology | Congenital erythropoietic porphyria | Congenital ichthyosis type 4 | Congenital leukokeratosis | Congenital lipomatous overgrowth, vascular malformations, and epidermal naevi | Congenital livedo reticularis | Congenital malalignment of great toenail | Congenital oculodermal melanocytosis | Congenital pachyonychia | Congenital telangiectatic erythema | Congenital temporal alopecia | Congenital xanthoma tuberosum | Crohn disease of anogenital skin | Cutaneous viral warts | Erosive genital lichen planus | Extragenital lichen sclerosus images | Fournier gangrene | Genital Crohn disease images | Genital herpes | Genital herpes images | Genital itch | LAST | Male genital dysaesthesia | Non-sexually acquired genital ulceration | Offensive genital odour | Papilloma | Plane warts pathology | Poikiloderma congenitale | Viral warts images"
